id_item,id_venda,id_produto,nome_produto,categoria,quantidade,preco_unitario,custo_unitario,subtotal,lucro_bruto,data_venda,ano,mes,ano_mes,dia_semana,regiao,canal,metodo_pagamento,status,valor_bruto,desconto,valor_liquido,custo_total,lucro_liquido
9743,7070,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,2878.9,0.0,2878.9,1125.0,1753.9
9744,7070,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,2878.9,0.0,2878.9,1125.0,1753.9
9745,7071,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,189.9,0.0,189.9,95.0,94.9
9746,7072,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,App Mobile,PIX,Concluido,429.0,0.0,429.0,230.0,199.0
9747,7073,7,Mesa Regulavel Eletrica,Moveis & Escritorio,3,2199.0,1350.0,6597.0,2547.0,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,6597.0,378.29,6218.71,4050.0,2168.71
9748,7074,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Distrito Federal,E-commerce Proprio,Cartao de Credito,Concluido,279.9,0.0,279.9,140.0,139.9
9749,7075,1,Notebook Dell Inspiron 15,Eletronicos & TI,2,3899.0,2600.0,7798.0,2598.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Marketplace,PIX,Concluido,7798.0,0.0,7798.0,5200.0,2598.0
9750,7076,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,189.9,0.0,189.9,95.0,94.9
9751,7077,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-26,2023,12,2023-12,Tuesday,Rio de Janeiro,E-commerce Proprio,Boleto Bancario,Concluido,1250.0,0.0,1250.0,820.0,430.0
9752,7078,2,Monitor UltraWide 29 LG,Eletronicos & TI,5,1250.0,820.0,6250.0,2150.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,E-commerce Proprio,Faturamento B2B,Concluido,6250.0,0.0,6250.0,4100.0,2150.0
9753,7079,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,App Mobile,Faturamento B2B,Concluido,2989.0,283.66,2705.34,1950.0,755.34
9754,7079,2,Monitor UltraWide 29 LG,Eletronicos & TI,2,1250.0,820.0,2500.0,860.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,App Mobile,Faturamento B2B,Concluido,2989.0,283.66,2705.34,1950.0,755.34
9755,7080,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,Vendas B2B Corporativo,Cartao de Credito,Concluido,279.9,0.0,279.9,140.0,139.9
9756,7081,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,App Mobile,Cartao de Credito,Concluido,349.9,0.0,349.9,180.0,169.9
9757,7082,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-26,2023,12,2023-12,Tuesday,Distrito Federal,E-commerce Proprio,Faturamento B2B,Concluido,3019.9,0.0,3019.9,1310.0,1709.9
9758,7082,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-26,2023,12,2023-12,Tuesday,Distrito Federal,E-commerce Proprio,Faturamento B2B,Concluido,3019.9,0.0,3019.9,1310.0,1709.9
9759,7082,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Distrito Federal,E-commerce Proprio,Faturamento B2B,Concluido,3019.9,0.0,3019.9,1310.0,1709.9
9760,7083,5,Headset Gamer 7.1,Audio & Video,2,429.0,230.0,858.0,398.0,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,PIX,Concluido,1047.9,0.0,1047.9,555.0,492.9
9761,7083,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,PIX,Concluido,1047.9,0.0,1047.9,555.0,492.9
9762,7084,1,Notebook Dell Inspiron 15,Eletronicos & TI,2,3899.0,2600.0,7798.0,2598.0,2023-12-26,2023,12,2023-12,Tuesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,7798.0,0.0,7798.0,5200.0,2598.0
9763,7085,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,1529.9,0.0,1529.9,960.0,569.9
9764,7085,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,1529.9,0.0,1529.9,960.0,569.9
9765,7086,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,2,189.9,95.0,379.8,189.8,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,1148.7,0.0,1148.7,640.0,508.7
9766,7086,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,1148.7,0.0,1148.7,640.0,508.7
9767,7086,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,1148.7,0.0,1148.7,640.0,508.7
9768,7087,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,App Mobile,Boleto Bancario,Concluido,889.6999999999999,99.74,789.96,455.0,334.96
9769,7087,3,Teclado Mecanico RGB,Perifericos & Acessorios,2,349.9,180.0,699.8,339.79999999999995,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,App Mobile,Boleto Bancario,Concluido,889.6999999999999,99.74,789.96,455.0,334.96
9770,7088,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Vendas B2B Corporativo,Cartao de Credito,Concluido,279.9,0.0,279.9,140.0,139.9
9771,7089,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-26,2023,12,2023-12,Tuesday,Sao Paulo,Vendas B2B Corporativo,Cartao de Credito,Concluido,1490.0,156.56,1333.44,350.0,983.44
9772,7090,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-26,2023,12,2023-12,Tuesday,Bahia,Marketplace,Faturamento B2B,Concluido,189.9,0.0,189.9,95.0,94.9
9773,7091,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-26,2023,12,2023-12,Tuesday,Rio Grande do Sul,App Mobile,Cartao de Credito,Concluido,3899.0,0.0,3899.0,2600.0,1299.0
9774,7092,8,Webcam Full HD 1080p,Audio & Video,2,279.9,140.0,559.8,279.79999999999995,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,E-commerce Proprio,PIX,Concluido,559.8,0.0,559.8,280.0,279.8
9775,7093,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Parana,Vendas B2B Corporativo,Cartao de Credito,Concluido,349.9,21.91,327.99,180.0,147.99
9776,7094,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,1490.0,0.0,1490.0,350.0,1140.0
9777,7095,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,1490.0,0.0,1490.0,350.0,1140.0
9778,7096,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,Cartao de Credito,Concluido,1199.0,0.0,1199.0,680.0,519.0
9779,7097,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,778.9,0.0,778.9,410.0,368.9
9780,7097,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,778.9,0.0,778.9,410.0,368.9
9781,7098,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,349.9,0.0,349.9,180.0,169.9
9782,7099,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,App Mobile,Cartao de Credito,Concluido,1199.0,0.0,1199.0,680.0,519.0
9783,7100,8,Webcam Full HD 1080p,Audio & Video,5,279.9,140.0,1399.5,699.5,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Vendas B2B Corporativo,Cartao de Credito,Concluido,1399.5,0.0,1399.5,700.0,699.5
9784,7101,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,2117.0,204.67,1912.33,1220.0,692.33
9785,7101,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,2117.0,204.67,1912.33,1220.0,692.33
9786,7101,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,2117.0,204.67,1912.33,1220.0,692.33
9787,7102,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,1490.0,0.0,1490.0,350.0,1140.0
9788,7103,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,279.9,0.0,279.9,140.0,139.9
9789,7104,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-27,2023,12,2023-12,Wednesday,Rio Grande do Sul,Marketplace,Cartao de Credito,Concluido,1250.0,0.0,1250.0,820.0,430.0
9790,7105,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Distrito Federal,App Mobile,Boleto Bancario,Concluido,1199.0,0.0,1199.0,680.0,519.0
9791,7106,1,Notebook Dell Inspiron 15,Eletronicos & TI,2,3899.0,2600.0,7798.0,2598.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,Marketplace,Cartao de Credito,Concluido,7798.0,0.0,7798.0,5200.0,2598.0
9792,7107,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,PIX,Concluido,1199.0,0.0,1199.0,680.0,519.0
9793,7108,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Parana,Marketplace,Cartao de Credito,Concluido,1199.0,0.0,1199.0,680.0,519.0
9794,7109,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,Cartao de Credito,Concluido,1199.0,0.0,1199.0,680.0,519.0
9795,7110,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,279.9,0.0,279.9,140.0,139.9
9796,7111,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,349.9,28.3,321.6,180.0,141.6
9797,7112,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,189.9,0.0,189.9,95.0,94.9
9798,7113,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-27,2023,12,2023-12,Wednesday,Distrito Federal,Marketplace,Cartao de Credito,Concluido,3899.0,0.0,3899.0,2600.0,1299.0
9799,7114,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,189.9,0.0,189.9,95.0,94.9
9800,7115,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,1199.0,0.0,1199.0,680.0,519.0
9801,7116,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,489.0,43.39,445.61,310.0,135.61
9802,7117,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,PIX,Concluido,1250.0,0.0,1250.0,820.0,430.0
9803,7118,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,PIX,Concluido,768.9,0.0,768.9,450.0,318.9
9804,7118,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,PIX,Concluido,768.9,0.0,768.9,450.0,318.9
9805,7119,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Marketplace,Cartao de Credito,Concluido,349.9,0.0,349.9,180.0,169.9
9806,7120,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,3899.0,0.0,3899.0,2600.0,1299.0
9807,7121,2,Monitor UltraWide 29 LG,Eletronicos & TI,3,1250.0,820.0,3750.0,1290.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,PIX,Concluido,3750.0,0.0,3750.0,2460.0,1290.0
9808,7122,7,Mesa Regulavel Eletrica,Moveis & Escritorio,1,2199.0,1350.0,2199.0,849.0,2023-12-27,2023,12,2023-12,Wednesday,Parana,E-commerce Proprio,Boleto Bancario,Concluido,2199.0,164.7,2034.3,1350.0,684.3
9809,7123,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,2,189.9,95.0,379.8,189.8,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,Marketplace,Cartao de Credito,Concluido,379.8,0.0,379.8,190.0,189.8
9810,7124,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,3,189.9,95.0,569.7,284.70000000000005,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,569.7,0.0,569.7,285.0,284.7
9811,7125,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,189.9,0.0,189.9,95.0,94.9
9812,7126,1,Notebook Dell Inspiron 15,Eletronicos & TI,2,3899.0,2600.0,7798.0,2598.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,E-commerce Proprio,PIX,Concluido,7798.0,0.0,7798.0,5200.0,2598.0
9813,7127,5,Headset Gamer 7.1,Audio & Video,2,429.0,230.0,858.0,398.0,2023-12-27,2023,12,2023-12,Wednesday,Bahia,App Mobile,Cartao de Credito,Concluido,858.0,0.0,858.0,460.0,398.0
9814,7128,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-27,2023,12,2023-12,Wednesday,Parana,E-commerce Proprio,Cartao de Credito,Concluido,429.0,0.0,429.0,230.0,199.0
9815,7129,10,Licenca Software Cloud BI (Anual),Software & Servicos,2,1490.0,350.0,2980.0,2280.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,E-commerce Proprio,PIX,Concluido,2980.0,0.0,2980.0,700.0,2280.0
9816,7130,6,Cadeira Ergonomica Pro,Moveis & Escritorio,3,1199.0,680.0,3597.0,1557.0,2023-12-27,2023,12,2023-12,Wednesday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,3597.0,0.0,3597.0,2040.0,1557.0
9817,7131,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,2,489.0,310.0,978.0,358.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,5448.0,0.0,5448.0,1670.0,3778.0
9818,7131,10,Licenca Software Cloud BI (Anual),Software & Servicos,3,1490.0,350.0,4470.0,3420.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,E-commerce Proprio,Cartao de Credito,Concluido,5448.0,0.0,5448.0,1670.0,3778.0
9819,7132,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-27,2023,12,2023-12,Wednesday,Bahia,App Mobile,Cartao de Credito,Concluido,279.9,0.0,279.9,140.0,139.9
9820,7133,5,Headset Gamer 7.1,Audio & Video,3,429.0,230.0,1287.0,597.0,2023-12-27,2023,12,2023-12,Wednesday,Parana,Marketplace,PIX,Concluido,1287.0,0.0,1287.0,690.0,597.0
9821,7134,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-27,2023,12,2023-12,Wednesday,Distrito Federal,Marketplace,PIX,Concluido,2038.6999999999998,0.0,2038.7,1100.0,938.7
9822,7134,8,Webcam Full HD 1080p,Audio & Video,3,279.9,140.0,839.6999999999999,419.69999999999993,2023-12-27,2023,12,2023-12,Wednesday,Distrito Federal,Marketplace,PIX,Concluido,2038.6999999999998,0.0,2038.7,1100.0,938.7
9823,7135,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,E-commerce Proprio,Cartao de Credito,Concluido,429.0,0.0,429.0,230.0,199.0
9824,7136,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,PIX,Concluido,4278.8,0.0,4278.8,2790.0,1488.8
9825,7136,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,2,189.9,95.0,379.8,189.8,2023-12-27,2023,12,2023-12,Wednesday,Rio de Janeiro,Marketplace,PIX,Concluido,4278.8,0.0,4278.8,2790.0,1488.8
9826,7137,7,Mesa Regulavel Eletrica,Moveis & Escritorio,1,2199.0,1350.0,2199.0,849.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,App Mobile,Cartao de Credito,Concluido,6098.0,0.0,6098.0,3950.0,2148.0
9827,7137,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,App Mobile,Cartao de Credito,Concluido,6098.0,0.0,6098.0,3950.0,2148.0
9828,7138,6,Cadeira Ergonomica Pro,Moveis & Escritorio,2,1199.0,680.0,2398.0,1038.0,2023-12-27,2023,12,2023-12,Wednesday,Rio Grande do Sul,E-commerce Proprio,Cartao de Credito,Concluido,2398.0,0.0,2398.0,1360.0,1038.0
9829,7139,7,Mesa Regulavel Eletrica,Moveis & Escritorio,1,2199.0,1350.0,2199.0,849.0,2023-12-27,2023,12,2023-12,Wednesday,Bahia,Marketplace,Cartao de Credito,Concluido,2578.8,0.0,2578.8,1540.0,1038.8
9830,7139,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,2,189.9,95.0,379.8,189.8,2023-12-27,2023,12,2023-12,Wednesday,Bahia,Marketplace,Cartao de Credito,Concluido,2578.8,0.0,2578.8,1540.0,1038.8
9831,7140,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-27,2023,12,2023-12,Wednesday,Minas Gerais,E-commerce Proprio,Faturamento B2B,Concluido,489.0,0.0,489.0,310.0,179.0
9832,7141,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-28,2023,12,2023-12,Thursday,Parana,Vendas B2B Corporativo,Cartao de Credito,Concluido,429.0,0.0,429.0,230.0,199.0
9833,7142,3,Teclado Mecanico RGB,Perifericos & Acessorios,1,349.9,180.0,349.9,169.89999999999998,2023-12-28,2023,12,2023-12,Thursday,Rio de Janeiro,Marketplace,Cartao de Credito,Concluido,349.9,0.0,349.9,180.0,169.9
9834,7143,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,4827.0,0.0,4827.0,2930.0,1897.0
9835,7143,7,Mesa Regulavel Eletrica,Moveis & Escritorio,2,2199.0,1350.0,4398.0,1698.0,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,E-commerce Proprio,Cartao de Credito,Concluido,4827.0,0.0,4827.0,2930.0,1897.0
9836,7144,7,Mesa Regulavel Eletrica,Moveis & Escritorio,3,2199.0,1350.0,6597.0,2547.0,2023-12-28,2023,12,2023-12,Thursday,Parana,E-commerce Proprio,Cartao de Credito,Concluido,10496.0,693.45,9802.55,6650.0,3152.55
9837,7144,1,Notebook Dell Inspiron 15,Eletronicos & TI,1,3899.0,2600.0,3899.0,1299.0,2023-12-28,2023,12,2023-12,Thursday,Parana,E-commerce Proprio,Cartao de Credito,Concluido,10496.0,693.45,9802.55,6650.0,3152.55
9838,7145,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,Marketplace,PIX,Concluido,889.6999999999999,0.0,889.7,455.0,434.7
9839,7145,3,Teclado Mecanico RGB,Perifericos & Acessorios,2,349.9,180.0,699.8,339.79999999999995,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,Marketplace,PIX,Concluido,889.6999999999999,0.0,889.7,455.0,434.7
9840,7146,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,Vendas B2B Corporativo,PIX,Concluido,429.0,0.0,429.0,230.0,199.0
9841,7147,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-28,2023,12,2023-12,Thursday,Rio Grande do Sul,E-commerce Proprio,Cartao de Credito,Concluido,1250.0,135.02,1114.98,820.0,294.98
9842,7148,6,Cadeira Ergonomica Pro,Moveis & Escritorio,1,1199.0,680.0,1199.0,519.0,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,Marketplace,Faturamento B2B,Concluido,1388.9,0.0,1388.9,775.0,613.9
9843,7148,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,Marketplace,Faturamento B2B,Concluido,1388.9,0.0,1388.9,775.0,613.9
9844,7149,5,Headset Gamer 7.1,Audio & Video,1,429.0,230.0,429.0,199.0,2023-12-28,2023,12,2023-12,Thursday,Distrito Federal,E-commerce Proprio,Boleto Bancario,Concluido,429.0,0.0,429.0,230.0,199.0
9845,7150,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-28,2023,12,2023-12,Thursday,Bahia,Vendas B2B Corporativo,Cartao de Credito,Concluido,1490.0,171.65,1318.35,350.0,968.35
9846,7151,5,Headset Gamer 7.1,Audio & Video,3,429.0,230.0,1287.0,597.0,2023-12-28,2023,12,2023-12,Thursday,Sao Paulo,App Mobile,Faturamento B2B,Concluido,1287.0,0.0,1287.0,690.0,597.0
9847,7152,9,SSD NVMe 1TB Kingston,Hardware & Armazenamento,1,489.0,310.0,489.0,179.0,2023-12-28,2023,12,2023-12,Thursday,Distrito Federal,E-commerce Proprio,PIX,Concluido,1979.0,0.0,1979.0,660.0,1319.0
9848,7152,10,Licenca Software Cloud BI (Anual),Software & Servicos,1,1490.0,350.0,1490.0,1140.0,2023-12-28,2023,12,2023-12,Thursday,Distrito Federal,E-commerce Proprio,PIX,Concluido,1979.0,0.0,1979.0,660.0,1319.0
9849,7153,2,Monitor UltraWide 29 LG,Eletronicos & TI,1,1250.0,820.0,1250.0,430.0,2023-12-28,2023,12,2023-12,Thursday,Rio de Janeiro,E-commerce Proprio,PIX,Concluido,1719.8000000000002,0.0,1719.8,1055.0,664.8
9850,7153,8,Webcam Full HD 1080p,Audio & Video,1,279.9,140.0,279.9,139.89999999999998,2023-12-28,2023,12,2023-12,Thursday,Rio de Janeiro,E-commerce Proprio,PIX,Concluido,1719.8000000000002,0.0,1719.8,1055.0,664.8
9851,7153,4,Mouse Sem Fio Ergonomico,Perifericos & Acessorios,1,189.9,95.0,189.9,94.9,2023-12-28,2023,12,2023-12,Thursday,Rio de Janeiro,E-commerce Proprio,PIX,Concluido,1719.8000000000002,0.0,1719.8,1055.0,664.8
